JOGO 037: [1, 3, 6, 9, 11, 12, 13, 14, 15, 18, 21, 23, 25]
JOGO 038: [2, 3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 17, 21]
JOGO 039: [1, 2, 3, 4, 6, 7, 8, 9, 10, 16, 19, 22, 25]
JOGO 040: [5, 7, 8, 9, 10, 12, 13, 15, 17, 18, 21, 23, 24]
JOGO 041: [2, 3, 4, 5, 9, 10, 11, 13, 14, 18, 19, 21, 25]
JOGO 042: [1, 4, 5, 7, 8, 9, 12, 18, 20, 21, 22, 23, 24]
JOGO 043: [4, 6, 10, 12, 13, 14, 15, 18, 19, 20, 21, 24, 25]
JOGO 044: [1, 2, 4, 6, 7, 9, 11, 14, 15, 17, 18, 20, 25]
JOGO 045: [3, 4, 6, 8, 9, 13, 14, 18, 19, 21, 22, 23, 25]
JOGO 046: [1, 2, 3, 5, 7, 15, 16, 18, 20, 21, 22, 23, 24]
JOGO 047: [1, 5, 7, 10, 12, 14, 16, 17, 18, 21, 22, 23, 24]
JOGO 048: [1, 3, 6, 7, 9, 10, 12, 17, 19, 20, 22, 23, 24]
JOGO 049: [1, 2, 3, 7, 8, 9, 10, 14, 15, 19, 20, 21, 23]
JOGO 050: [1, 2, 3, 4, 6, 8, 11, 12, 14, 16, 17, 21, 22]
JOGO 051: [5, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 25]
JOGO 052: [2, 3, 5, 6, 7, 9, 12, 14, 15, 19, 21, 24, 25]
JOGO 053: [1, 2, 5, 7, 8, 9, 12, 15, 18, 19, 21, 23, 24]
JOGO 054: [3, 4, 5, 6, 9, 10, 12, 14, 16, 17, 18, 21, 23]
JOGO 055: [3, 6, 8, 9, 10, 11, 12, 13, 17, 19, 21, 22, 24]
JOGO 056: [1, 2, 7, 11, 12, 13, 14, 15, 16, 17, 19, 22, 25]
JOGO 057: [5, 7, 8, 10, 12, 13, 16, 17, 19, 21, 22, 23, 24]
JOGO 058: [3, 5, 7, 8, 9, 10, 13, 14, 18, 20, 21, 22, 23]
JOGO 059: [2, 3, 5, 7, 8, 9, 12, 13, 17, 18, 23, 24, 25]
JOGO 060: [1, 3, 6, 7, 8, 10, 12, 13, 14, 15, 20, 21, 25]
JOGO 061: [2, 3, 5, 12, 15, 16, 18, 19, 20, 21, 23, 24, 25]
JOGO 062: [1, 3, 4, 7, 9, 10, 12, 13, 14, 16, 18, 21, 23]
JOGO 063: [2, 4, 6, 9, 11, 12, 13, 14, 18, 21, 22, 24, 25]
JOGO 064: [1, 4, 6, 7, 8, 9, 11, 14, 19, 22, 23, 24, 25]
JOGO 065: [1, 2, 3, 4, 6, 8, 10, 11, 13, 14, 19, 21, 24]
JOGO 066: [1, 3, 5, 7, 8, 9, 10, 12, 15, 17, 19, 24, 25]
JOGO 067: [1, 4, 5, 7, 8, 10, 11, 14, 18, 20, 22, 23, 24]
JOGO 068: [1, 2, 3, 5, 6, 7, 10, 12, 13, 16, 17, 20, 21]
JOGO 069: [1, 2, 3, 4, 7, 8, 9, 12, 17, 19, 21, 23, 24]
JOGO 070: [1, 2, 3, 6, 7, 9, 10, 11, 14, 15, 18, 21, 23]
JOGO 071: [2, 3, 5, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20]
JOGO 072: [3, 4, 6, 9, 10, 13, 14, 16, 17, 18, 19, 20, 25]
JOGO 073: [2, 4, 5, 7, 8, 10, 15, 16, 18, 19, 20, 22, 24]
JOGO 074: [2, 4, 6, 8, 11, 12, 13, 14, 16, 17, 18, 21, 22]
JOGO 075: [1, 5, 7, 8, 9, 11, 12, 16, 17, 18, 19, 23, 25]
JOGO 076: [2, 4, 5, 7, 10, 12, 13, 15, 18, 19, 21, 23, 24]
JOGO 077: [1, 3, 4, 5, 7, 8, 9, 12, 13, 15, 22, 23, 25]
JOGO 078: [1, 3, 6, 7, 8, 11, 12, 13, 18, 20, 21, 22, 23]
JOGO 079: [1, 2, 3, 4, 5, 6, 7, 9, 11, 14, 18, 20, 25]
JOGO 080: [2, 3, 4, 7, 10, 14, 15, 16, 17, 22, 23, 24, 25]
JOGO 081: [1, 3, 4, 5, 6, 7, 10, 11, 15, 16, 20, 21, 22]
JOGO 082: [3, 6, 8, 10, 13, 14, 16, 18, 20, 21, 22, 23, 24]
JOGO 083: [1, 4, 6, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22]
JOGO 084: [1, 3, 6, 8, 11, 13, 14, 16, 18, 20, 21, 22, 24]
JOGO 085: [3, 4, 5, 7, 8, 11, 12, 14, 17, 18, 22, 24, 25]
JOGO 086: [2, 4, 5, 7, 8, 9, 10, 11, 13, 17, 19, 24, 25]
JOGO 087: [1, 2, 3, 4, 9, 11, 12, 13, 15, 17, 19, 20, 21]
JOGO 088: [1, 4, 7, 8, 10, 14, 16, 17, 19, 20, 22, 23, 24]
JOGO 089: [1, 2, 3, 5, 6, 7, 10, 15, 16, 19, 20, 22, 25]
JOGO 090: [3, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 19, 24]
JOGO 091: [4, 5, 7, 10, 13, 14, 15, 16, 17, 21, 22, 23, 25]
JOGO 092: [1, 2, 6, 8, 10, 11, 13, 16, 17, 20, 21, 24, 25]
JOGO 093: [3, 5, 6, 7, 10, 11, 12, 13, 15, 19, 20, 23, 24]
JOGO 094: [2, 6, 7, 9, 10, 11, 13, 15, 16, 20, 21, 22, 23]
JOGO 095: [1, 2, 5, 6, 8, 9, 14, 15, 17, 18, 19, 24, 25]
JOGO 096: [1, 2, 5, 6, 8, 10, 13, 14, 15, 22, 23, 24, 25]
JOGO 097: [2, 3, 5, 11, 12, 13, 15, 17, 18, 20, 22, 24, 25]
JOGO 098: [2, 4, 5, 6, 7, 9, 11, 14, 15, 18, 19, 20, 23]
JOGO 099: [2, 3, 6, 7, 10, 17, 18, 20, 21, 22, 23, 24, 25]
JOGO 100: [1, 2, 3, 4, 6, 7, 8, 14, 15, 17, 18, 20, 22]
JOGO 101: [1, 2, 3, 4, 5, 6, 8, 9, 11, 16, 21, 22, 23]
JOGO 102: [1, 2, 5, 8, 9, 10, 11, 12, 14, 15, 21, 23, 25]
JOGO 103: [2, 3, 4, 5, 6, 10, 13, 16, 18, 19, 20, 23, 25]
JOGO 104: [1, 2, 6, 7, 15, 16, 17, 18, 19, 20, 21, 22, 25]
JOGO 105: [3, 6, 8, 9, 11, 14, 15, 16, 17, 21, 22, 23, 25]
JOGO 106: [5, 6, 8, 9, 13, 14, 16, 18, 19, 20, 21, 23, 25]
JOGO 107: [1, 2, 6, 7, 9, 11, 12, 14, 17, 21, 22, 23, 25]
JOGO 108: [1, 2, 3, 5, 6, 12, 14, 16, 17, 18, 19, 23, 25]
JOGO 109: [4, 5, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22]
JOGO 110: [1, 2, 3, 5, 6, 8, 10, 12, 14, 16, 21, 23, 25]
JOGO 111: [1, 2, 3, 5, 9, 10, 11, 13, 14, 16, 17, 21, 23]
JOGO 112: [1, 3, 4, 5, 12, 15, 16, 17, 18, 20, 22, 23, 25]
JOGO 113: [2, 3, 8, 9, 11, 15, 16, 17, 19, 21, 22, 23, 24]
JOGO 114: [1, 2, 3, 5, 7, 9, 11, 12, 13, 14, 15, 22, 23]
JOGO 115: [3, 5, 6, 9, 10, 12, 13, 14, 16, 17, 18, 21, 22]
JOGO 116: [4, 5, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 22]
JOGO 117: [1, 2, 4, 6, 10, 11, 12, 15, 16, 17, 18, 19, 20]
JOGO 118: [1, 2, 3, 5, 7, 10, 11, 14, 15, 17, 20, 21, 22]
JOGO 119: [1, 2, 3, 4, 6, 7, 11, 13, 14, 15, 16, 23, 25]
JOGO 120: [1, 4, 5, 7, 10, 11, 12, 14, 16, 18, 22, 24, 25]
JOGO 121: [1, 2, 5, 6, 8, 14, 15, 16, 17, 19, 21, 22, 23]
JOGO 122: [1, 6, 8, 10, 11, 12, 13, 14, 15, 17, 19, 20, 24]
JOGO 123: [3, 5, 7, 10, 11, 13, 15, 16, 18, 19, 21, 24, 25]
JOGO 124: [2, 5, 6, 7, 10, 12, 15, 17, 18, 19, 20, 21, 24]
JOGO 125: [2, 4, 5, 6, 9, 13, 14, 15, 16, 19, 21, 23, 25]
JOGO 126: [1, 2, 4, 8, 9, 10, 11, 12, 15, 18, 20, 22, 25]
JOGO 127: [1, 3, 5, 8, 11, 13, 14, 15, 16, 19, 21, 23, 25]
JOGO 128: [1, 4, 5, 7, 8, 9, 11, 13, 15, 18, 19, 20, 24]
JOGO 129: [2, 5, 8, 9, 10, 11, 15, 17, 18, 21, 22, 24, 25]
JOGO 130: [1, 2, 5, 6, 7, 12, 14, 16, 18, 19, 20, 22, 25]
JOGO 131: [1, 3, 4, 5, 6, 9, 12, 13, 14, 15, 16, 19, 22]
JOGO 132: [2, 3, 5, 7, 9, 11, 13, 14, 16, 17, 19, 21, 25]
JOGO 133: [1, 2, 3, 4, 8, 9, 11, 14, 15, 18, 20, 22, 24]
JOGO 134: [2, 3, 4, 5, 7, 8, 10, 12, 16, 19, 20, 21, 22]
JOGO 135: [2, 3, 4, 9, 10, 12, 14, 15, 16, 19, 20, 21, 24]
JOGO 136: [1, 4, 5, 9, 10, 12, 13, 14, 16, 19, 20, 21, 23]
JOGO 137: [2, 3, 4, 6, 8, 9, 10, 11, 13, 19, 20, 22, 24]
JOGO 138: [3, 4, 5, 8, 10, 11, 12, 14, 16, 17, 20, 21, 23]
JOGO 139: [1, 3, 5, 8, 9, 11, 14, 15, 16, 19, 20, 22, 25]
JOGO 140: [1, 2, 3, 7, 9, 13, 15, 19, 21, 22, 23, 24, 25]
JOGO 141: [1, 3, 4, 5, 6, 9, 12, 13, 15, 16, 17, 18, 21]
JOGO 142: [1, 2, 3, 5, 6, 7, 11, 16, 17, 19, 20, 23, 24]
JOGO 143: [2, 3, 6, 9, 11, 13, 14, 15, 18, 19, 20, 21, 25]
JOGO 144: [2, 4, 5, 6, 8, 11, 14, 16, 17, 20, 22, 23, 24]
JOGO 145: [5, 6, 10, 11, 12, 13, 14, 16, 17, 19, 20, 22, 23]
JOGO 146: [4, 5, 10, 11, 12, 13, 15, 17, 18, 19, 21, 23, 24]
JOGO 147: [1, 3, 4, 5, 7, 8, 10, 15, 21, 22, 23, 24, 25]
JOGO 148: [1, 2, 3, 6, 7, 11, 15, 16, 17, 19, 20, 24, 25]
JOGO 149: [1, 2, 3, 4, 5, 7, 8, 10, 11, 13, 19, 20, 24]
JOGO 150: [1, 3, 4, 7, 11, 14, 15, 16, 18, 19, 21, 22, 23]
JOGO 151: [1, 4, 6, 8, 14, 16, 17, 18, 19, 20, 23, 24, 25]
JOGO 152: [1, 2, 3, 4, 8, 9, 14, 15, 16, 17, 20, 24, 25]
JOGO 153: [1, 2, 5, 6, 7, 14, 16, 17, 18, 19, 20, 22, 25]
JOGO 154: [5, 7, 8, 11, 12, 13, 14, 15, 17, 22, 23, 24, 25]
JOGO 155: [1, 2, 3, 7, 10, 11, 12, 13, 14, 15, 17, 18, 24]
JOGO 156: [1, 5, 6, 8, 10, 11, 12, 14, 15, 16, 20, 21, 22]
JOGO 157: [2, 3, 5, 7, 9, 10, 12, 13, 17, 19, 21, 22, 23]
JOGO 158: [1, 2, 3, 4, 5, 8, 9, 14, 15, 21, 23, 24, 25]
JOGO 159: [1, 2, 3, 6, 7, 9, 11, 19, 20, 21, 23, 24, 25]
JOGO 160: [1, 2, 4, 5, 7, 10, 11, 16, 17, 21, 22, 23, 24]
JOGO 161: [2, 4, 5, 7, 11, 12, 13, 14, 17, 18, 20, 22, 24]
JOGO 162: [1, 3, 4, 7, 9, 12, 13, 18, 19, 20, 22, 23, 24]
JOGO 163: [1, 2, 4, 7, 9, 11, 12, 15, 16, 19, 20, 22, 24]
JOGO 164: [1, 2, 3, 4, 5, 6, 7, 12, 13, 15, 18, 19, 23]
JOGO 165: [2, 3, 6, 7, 8, 12, 15, 16, 17, 18, 20, 22, 24]
JOGO 166: [1, 5, 6, 8, 12, 13, 14, 15, 17, 18, 21, 22, 24]
JOGO 167: [1, 3, 5, 7, 10, 13, 14, 15, 16, 18, 19, 20, 25]
JOGO 168: [3, 4, 6, 8, 11, 12, 13, 15, 18, 20, 23, 24, 25]
JOGO 169: [1, 7, 8, 9, 12, 13, 17, 18, 21, 22, 23, 24, 25]
JOGO 170: [1, 2, 6, 10, 13, 14, 16, 18, 20, 22, 23, 24, 25]
JOGO 171: [1, 3, 7, 8, 9, 10, 12, 13, 14, 16, 22, 24, 25]
JOGO 172: [2, 3, 7, 8, 11, 12, 13, 15, 17, 19, 20, 24, 25]
JOGO 173: [2, 3, 4, 7, 9, 11, 12, 16, 17, 19, 21, 22, 23]
JOGO 174: [1, 2, 5, 9, 10, 11, 12, 13, 15, 16, 18, 20, 21]
JOGO 175: [1, 2, 3, 5, 6, 7, 9, 11, 12, 19, 20, 24, 25]
JOGO 176: [1, 2, 6, 8, 9, 11, 12, 14, 17, 20, 21, 23, 25]
JOGO 177: [2, 4, 5, 6, 9, 10, 11, 13, 16, 17, 20, 21, 25]
JOGO 178: [2, 3, 6, 8, 9, 13, 14, 15, 16, 17, 22, 23, 25]
JOGO 179: [2, 4, 6, 7, 9, 10, 12, 13, 16, 17, 21, 23, 25]
JOGO 180: [3, 4, 6, 10, 13, 14, 15, 16, 17, 19, 20, 23, 24]
JOGO 181: [2, 3, 5, 7, 8, 10, 12, 15, 20, 21, 22, 24, 25]
JOGO 182: [1, 2, 5, 7, 9, 12, 13, 14, 15, 16, 19, 20, 23]
JOGO 183: [2, 4, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 20]
JOGO 184: [1, 4, 6, 7, 8, 10, 12, 13, 15, 20, 22, 24, 25]
JOGO 185: [3, 5, 8, 9, 10, 11, 12, 14, 15, 18, 19, 21, 22]
JOGO 186: [2, 4, 8, 10, 11, 12, 15, 20, 21, 22, 23, 24, 25]
JOGO 187: [1, 2, 5, 7, 10, 11, 12, 13, 16, 17, 18, 23, 24]
JOGO 188: [3, 4, 5, 6, 10, 13, 16, 17, 18, 20, 22, 24, 25]
JOGO 189: [3, 4, 6, 7, 8, 9, 11, 13, 15, 16, 19, 20, 21]
JOGO 190: [2, 3, 4, 8, 11, 12, 13, 15, 18, 20, 21, 23, 24]
JOGO 191: [2, 3, 5, 6, 8, 10, 11, 13, 14, 17, 18, 21, 25]
JOGO 192: [5, 6, 8, 9, 11, 12, 13, 14, 16, 17, 21, 23, 25]
JOGO 193: [1, 2, 5, 7, 8, 11, 12, 14, 16, 17, 19, 23, 25]
JOGO 194: [2, 3, 4, 6, 9, 10, 11, 15, 16, 17, 19, 20, 22]
JOGO 195: [2, 3, 4, 6, 11, 14, 16, 18, 19, 20, 22, 23, 24]
JOGO 196: [2, 3, 7, 9, 10, 12, 14, 15, 16, 21, 22, 23, 25]
JOGO 197: [1, 2, 4, 5, 6, 8, 13, 17, 19, 20, 22, 23, 25]
JOGO 198: [1, 8, 9, 10, 11, 12, 13, 15, 18, 21, 22, 23, 25]
JOGO 199: [1, 2, 3, 4, 5, 8, 9, 10, 12, 13, 14, 15, 16]
JOGO 200: [1, 3, 7, 8, 9, 10, 11, 12, 13, 17, 19, 23, 25]
JOGO 201: [1, 2, 3, 4, 5, 6, 9, 12, 14, 15, 18, 20, 23]
JOGO 202: [2, 5, 6, 8, 10, 11, 14, 16, 19, 20, 21, 22, 23]
JOGO 203: [3, 4, 5, 8, 9, 10, 13, 14, 15, 18, 23, 24, 25]
JOGO 204: [1, 2, 7, 10, 11, 13, 15, 18, 20, 21, 22, 23, 24]
JOGO 205: [1, 2, 3, 5, 6, 9, 12, 14, 15, 16, 19, 22, 24]
JOGO 206: [1, 2, 5, 6, 10, 14, 15, 17, 20, 21, 22, 23, 25]
JOGO 207: [6, 7, 10, 11, 12, 14, 17, 18, 19, 20, 21, 23, 24]
JOGO 208: [2, 3, 4, 5, 9, 10, 12, 13, 19, 21, 22, 24, 25]
JOGO 209: [2, 3, 6, 7, 8, 9, 12, 13, 15, 17, 18, 19, 22]
JOGO 210: [1, 4, 6, 8, 11, 13, 14, 18, 19, 20, 21, 23, 25]
JOGO 211: [1, 5, 9, 11, 12, 13, 14, 15, 16, 18, 20, 21, 25]
JOGO 212: [3, 4, 8, 11, 12, 13, 15, 16, 17, 19, 20, 22, 23]
JOGO 213: [1, 4, 6, 8, 11, 13, 15, 16, 17, 20, 21, 24, 25]
JOGO 214: [1, 2, 4, 8, 10, 12, 15, 16, 17, 18, 22, 23, 25]
JOGO 215: [1, 3, 8, 9, 10, 11, 15, 17, 18, 20, 22, 23, 25]
JOGO 216: [1, 2, 3, 4, 5, 8, 10, 11, 14, 15, 16, 19, 22]
JOGO 217: [5, 6, 8, 9, 11, 13, 14, 15, 16, 20, 21, 22, 23]
JOGO 218: [1, 2, 4, 5, 7, 8, 9, 10, 11, 15, 16, 21, 22]
JOGO 219: [1, 6, 7, 8, 9, 13, 15, 16, 19, 20, 21, 24, 25]
JOGO 220: [1, 2, 5, 6, 8, 11, 14, 15, 17, 20, 22, 24, 25]
JOGO 221: [1, 6, 8, 10, 11, 14, 15, 16, 19, 20, 22, 23, 25]
JOGO 222: [2, 3, 4, 8, 9, 10, 11, 12, 14, 16, 22, 24, 25]
JOGO 223: [2, 7, 8, 9, 11, 12, 14, 15, 16, 17, 21, 22, 25]
JOGO 224: [3, 4, 7, 9, 10, 11, 12, 13, 16, 17, 19, 22, 24]
JOGO 225: [2, 3, 4, 6, 7, 8, 16, 17, 19, 20, 21, 24, 25]
JOGO 226: [1, 5, 6, 7, 12, 13, 14, 16, 17, 20, 21, 22, 23]
JOGO 227: [2, 3, 6, 7, 12, 13, 15, 16, 18, 19, 21, 23, 25]
JOGO 228: [2, 3, 4, 9, 10, 11, 12, 13, 15, 21, 22, 23, 25]
JOGO 229: [6, 7, 8, 9, 12, 13, 14, 15, 16, 18, 21, 24, 25]
JOGO 230: [1, 3, 4, 8, 10, 11, 12, 14, 15, 16, 18, 22, 24]
JOGO 231: [1, 2, 4, 7, 9, 10, 13, 14, 15, 18, 20, 21, 24]
JOGO 232: [2, 3, 4, 7, 9, 11, 12, 13, 15, 16, 22, 23, 24]
JOGO 233: [1, 3, 4, 6, 10, 13, 14, 16, 17, 19, 20, 24, 25]
JOGO 234: [3, 5, 7, 8, 9, 13, 14, 18, 19, 20, 21, 23, 25]
JOGO 235: [5, 8, 10, 13, 15, 16, 17, 18, 20, 21, 22, 24, 25]
JOGO 236: [2, 4, 5, 7, 9, 10, 11, 13, 14, 16, 18, 23, 25]
JOGO 237: [2, 3, 5, 6, 9, 11, 12, 15, 18, 19, 20, 23, 24]
JOGO 238: [2, 7, 8, 9, 10, 11, 14, 17, 19, 20, 22, 23, 24]
JOGO 239: [1, 2, 4, 5, 6, 8, 9, 11, 16, 20, 21, 23, 25]
JOGO 240: [1, 2, 3, 4, 6, 7, 9, 10, 12, 16, 18, 21, 23]
JOGO 241: [3, 4, 5, 7, 8, 10, 11, 13, 15, 19, 22, 24, 25]
JOGO 242: [1, 2, 3, 5, 7, 9, 10, 12, 18, 21, 22, 23, 24]
JOGO 243: [4, 5, 9, 10, 11, 12, 13, 16, 17, 18, 21, 22, 23]
JOGO 244: [2, 7, 8, 10, 11, 12, 15, 18, 19, 20, 21, 22, 24]
JOGO 245: [1, 2, 4, 5, 7, 8, 10, 14, 15, 16, 17, 21, 25]
JOGO 246: [1, 2, 4, 6, 7, 8, 14, 15, 18, 19, 20, 22, 23]
JOGO 247: [1, 3, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23]
JOGO 248: [1, 3, 6, 7, 8, 9, 10, 11, 12, 15, 18, 19, 22]
JOGO 249: [2, 5, 7, 8, 9, 13, 14, 15, 17, 18, 22, 24, 25]
JOGO 250: [1, 2, 3, 6, 7, 9, 14, 15, 17, 18, 20, 22, 23]
